RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
110г;;;;;;;;A>B;A;АС Автозаводская - Городок - Трайпл - Сосны;12345;156776;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16110,133119,16051,16057,16058;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;Сосны - АС Автозаводская;12345;156777;;16058,16052,16048,16045,16074,14828,16041,14712,14830;;
110д;;;;;;;;A>B;A;АС Автозаводская - Сосны - Городок - Трайпл;12345;156772;;14830,15620,16040,16042,16043,16044,16073,16057,16058;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;Сосны - АС Автозаводская;12345;156773;;16058,16057,16051,133119,16110,133119,16051,16048,16045,16074,14828,16041,14712,14830;;
111;;;;7 АП;;;;A>B;A;Аэропорт Минск-1 - пл. Победы;12345;156950;;15871,15842,15841,15839,15844,15870,15868,15867,15864,15865,15861;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;пл. Победы - Аэропорт Минск-1;12345;156951;;15861,15860,15862,15863,15866,15869,15665,15838,15840,69250,15871;;
112с;;;;6 АП;16440,;;;A>B;A;АС Автозаводская - Сокол;1234567;151129;;14830,15620,16040,16042,16049,16062,16065;;d1-d5 - 01.04.2015<br>d6-d7 - 01.02.2015
;;;;;16526,;;;A>B;A;АС Автозаводсая - Сокол;12345;156768;;14830,15620,16040,16042,16049,16062,16065;;
;;;;;16440,;;;B>A;A;Сокол - АС Автозаводская;1234567;151130;;16065,16048,14828,16041,14712,14711,14830;;
113с;;;;7 АП;16526,;;;A>B;A;ДС Уручье-4 - Тубдиспансер;1234567;156988;;14660,14661,14663,14380,14673,14675,14488,14343,14344,14396,14457,16019,16013,16021,16022,16023,16024,16026,16027,16028,16029,16032,73798,16033;;d1-d5 - 01.04.2015<br>d6-d7 - 04.04.2015
;;;;;;;;B>A;A;Тубдиспансер - ДС Уручье-4;1234567;156989;;16033,73800,16031,16030,71974,111036,16025,16035,16036,16037,16038,16039,16020,14439,14397,14346,14342,14512,14676,14674,14379,14664,14662,14659,14660;;
;;;;;;;0.51;B1>D;A;Тубдиспансер - D;12345;156990;;16033,73800,16031,16030,71974,111036,16025,16035,16036,16037,16038,16039,16020,14439;;
;;;;;;;0.5;D>B1;A;D - Тубдиспансер;1234567;156985;;14457,16019,16013,16021,16022,16023,16024,16026,16027,16028,16029,16032,73798,16033;;
;;;;;;;0.72;D>B2;A;D - Обсерватория;12345;156984;;14343,14344,14396,14457,16019,16013,16021,16022,16023,16024,16026,16027,16028,16029,16032,73798,16033;;
;;;;;16529,;;0.72;D>B2;A;D - Филимонова;67;157323;;14343,14344,14396,14457,16019,16013,16021,16022,16023,16024,16026,16027,16028,16029,16032,73798,16033;;
114с;;;;6 АП;16410,;;;A>B;A;ДС Чижовка - Авторынок;234567;143955;;68866,15539,15541,15485,15486,15456,58334,15985,15052,15056,15058,15031,15032,15948,230009,14975,14925,14928,14929,71193,133254,16004,16006;;d2-d5 - 01.04.2015<br>d6-d7 - 06.12.2014
;;;;;;;;B>A;A;Авторынок - ДС Чижовка;234567;143956;;16006,16005,14955,14956,14957,14989,14988,16255,15949,15030,15047,15049,15089,15960,15490,15459,15460,15469,15500,15502,193249,68866;;
115э;;;;4 АП;16495,;;;A>B;A;ДС Дружная - Тубдиспансер;1234567;153668;;15914,204368,15870,15746,14344,14457,16022,16023,16024,16026,16027,16028,16029,16032,16033;;d1-d5 - 01.04.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;Тубдиспансер - ДС Дружная;1234567;153670;;16033,16031,16030,71974,111036,16025,16035,16036,16037,14492,15703,15869,15914;;
;;;;;;;0.68;B1>D;A;Тубдиспансер - АП 4;1234567;153669;;16033,16031,16030,71974,111036,16025,16035,16036,16037,14492;;
116;;;;5 АП;16368,;;;A>B;A;ДС Каменная Горка-5-Малиновка-8;67;139938;;147018,73866,133344,72403,15553,15554,15555,15556,15557,15558,14865,14881,14884,14885,15135,15136,58335,54678,15647,15648,15656,15657,58338,14936,14937,14944,14986,14987,14925,14926,14959;;d1-d5 - 01.12.2014<br>d6-d7 - 25.10.2014
;;;;;16405,;;;A>B;A;ДС Каменная Горка-5 - Малиновка-8;12345;143669;;147018,73866,133344,72403,15553,15554,15555,15556,15557,15558,14865,14881,14884,14885,15135,15136,58335,54678,15647,15648,15656,15657,58338,14936,14937,14944,14986,14987,14925,14926,14959;;
;;;;;16368,;;;B>A;A;Малиновка-8 - ДС Каменная Горка-5;1234567;139941;;14959,14917,14976,14977,14932,14933,14934,14935,15654,15655,15638,15639,58341,58337,15159,15160,14886,14887,14860,14864,15561,15560,15559,15520,15521,15522,147005,147018;;
117с;;;;6 АП;16526,;;;A>B;A;ДС Чижовка - ДС Дражня;12345;156997;;68866,71280,15527,15528,15529,15708,15294,15290,15282;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;ДС Дражня- ДС Чижовка;12345;156998;;15282,15287,14505,15707,193269,68866;;
117сд;;;;;;;;A>B;A;ДС Чижовка - ДС Дражня;12345;157001;;68866,71280,15708,15294,15282;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;ДС Дражня - ДС Чижовка;12345;157002;;15282,15287,15291,14505,15707,15531,15532,15533,193269,68866;;
118с;;;;4 АП;16501,;;;A>B;A;ДС Малиновка - 4 - АВ  "Восточный";67;154511;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,204052,15197,15200,14719,14720,14721,14722,14723,14726,14729,14730,14731,14732,132255;;d6-d7 - 07.03.2015
;;;;;;;;B>A;A;АВ  "Восточный" - ДС  Малиновка-4;67;154514;;132255,14795,14796,14802,14805,14808,14809,14810,14813,14814,200012,14908,212056,14910,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
119с;;;;5 АП;16405,;;;A>B;A;Вокзал - Аквапарк;1234567;143163;;15899,15944,15870,15868,16238,15009,15010,15526,15041,15853,54761,15075,15076;;d1-d5 - 29.12.2014<br>d6-d7 - 26.12.2014
;;;;;;;;B>A;A;Аквапарк - Вокзал;1234567;143164;;15076,54757,15854,15084,15890,15114,15115,16239,15866,15899;;
121;;;;;16495,;;;A>B;A;ДС Сухарево-5-Ждановичи;67;153673;;133395,73663,69090,58340,15153,15154,15158,15159,15160,14886,14887,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;d1-d5 - 02.03.2015<br>d6-d7 - 01.03.2015
;;;;;16496,;;;A>B;A;ДС Сухарево-5 - ТЦ Ждановичи;12345;153984;;133395,73663,69090,58340,15153,15154,15158,15159,15160,14886,14887,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;
;;;;;16495,;;;B>A;A;ТЦ Ждановичи -ДС  Сухарево-5;67;153679;;133183,133185,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,14884,14885,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;16496,;;;B>A;A;ТЦ Ждановичи - ДС  Сухарево-5;12345;153981;;133183,133185,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,14884,14885,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;;;;C>E;A;ДС Сухарево-5 - ДС Запад-3;12345;153988;;133395,69517;;
;;;;;;;;E>C;A;ДС Запад-3 - ДС Сухарево-5;12345;153989;;69517,133395;;
;;;;;16495,;;0.37;A1>D;A;Сухарево-5 - D АП 5;67;153674;;133395,73663,69090,58340,15153,15154,15158,15159,15160;;
;;;;;16496,;;0.37;A1>D;A;ДС Сухарево-5 - АП 5 (подбор);12345;153985;;133395,73663,69090,58340,15153,15154,15158,15159,15160;;
;;;;;16495,;;0;D>A;A;D - Сухарево-5;67;153672;;15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;16496,;;0.33;D>A1;A;АП 5 - ДС Сухарево-5 (подбор);12345;153986;;15136,15137,15138,15139,15140,15141,73666,73665,133395;;
122э;;;;;16230,;;;A>B;A;ДС Кунцевщина - С. Ковалевской;12345;132118;;15858,14606,14607,14870,58335,15641,15590,15591,14935,15662,15197,15679;;d1-d5 - 09.06.2014
;;;;;;;;B>A;A;С. Ковалевской - ДС Кунцевщина;12345;132119;;15679,230017,15198,15652,58338,14936,15576,15643,15645,14874,14878,14601,15522,15858;;
123;;;;6 АП;16526,;;;A>B;A;ДС Лошица-2 - Пл. Независимости;1234567;156839;;68811,15462,15463,15464,72005,15457,15458,15491,15492,15493,15546,15547,15548,15549,15550,15551,191224,15552,69093,15944,15870;;d1-d5 - 01.04.2015<br>d6-d7 - 04.04.2015
;;;;;;;;B>A;A;Пл. Независимости - ДС Лошица-2;1234567;156840;;15870,15443,15444,191225,15445,15446,15447,15449,15450,15451,15454,15455,15487,15488,15489,73771,15465,15466,15467,68810,68811;;
124;;;;2 АП;16467,;;;A>B;A;ДС Лошица-2 - Ст.м. Пушкинская;1234567;151244;;68811,15462,15463,15464,72005,16125,16124,16127,16128,191173,15493,15546,15547,15548,15549,14805,14806,14808,14809,14810,14813,14814,14815,14816,14762,14715,14817,14818,14819,14684,230016;;d1-d5 - 17.03.2015<br>d6-d7 - 01.02.2015
;;;;;;;;B>A;A;Ст.м. Пушкинская - ДС Лошица-2;1234567;151245;;230016,14590,14702,14703,14704,14714,14716,54642,14763,14717,14719,14720,14721,14722,14723,14724,14726,15447,15449,15450,15451,16129,72007,72008,16126,16123,15489,73771,15465,15466,15467,68810,68811;;
;;;;;;;0.37;A2>D;A;ДС Лошица-2 - D АП 2;1234567;151247;;68811,15462,15463,15464,72005,16125,16124,16127,16128,191173,15493,15546,15547;;
;;;;;;;0.52;B1>D;A;Ст. м.  Пушкинская - D;12345;151242;;230016,14590,14702,14703,14704,14714,14716,54642,14763,14717,14719,14720,14721,14722,14723,14725,14726;;
;;;;;;;0.57;D>B1;A;D АП 2 -Ст.м. Пушкинская;1234567;151248;;15549,14805,14806,14808,14809,14810,14813,14814,14815,14816,14762,14715,14817,14818,14819,14684,230016;;
125;;;;5 АП;16291,;;;A>B;A;ДС Запад-3 - ТЦ Ждановичи;67;134782;;69517,14878,14867,14600,14601,14602,14603,71957,71450,133184,133183;;d1 - 01.12.2014<br>d2-d5 - 13.02.2015<br>d6-d7 - 06.12.2014
;;;;;16405,;;;A>B;A;ДС Запад-3 - ТЦ "Ждановичи";;143393;;;;
;;;;;16536,0;;;A>B;A;ДС Запад-3 - ТЦ "Ждановичи";;157673;;;;
;;;;;16291,;;;B>A;A;ТЦ Ждановичи - ДС Запад-3;67;134779;;133183,133185,151196,71456,14605,14606,14607,14868,14869,72620,69517;;
;;;;;16405,;;;B>A;A;ТЦ "Ждановичи" - ДС Запад-3;12345;143390;;133183,133185,151196,71456,14605,14606,14607,14868,14869,72620,69517;;
;;;;;16536,0;;;B>A;A;ТЦ "Ждановичи" - ДС Запад-3;67;157670;;133183,133185,151196,71456,14605,14606,14607,14868,14869,72620,69517;;
126;;;;;16198,;;;A>B;A;Масюковщина - ДС Одоевского;12345;127521;;16235,16233,133157,15240,15241,15242,15243,15244,14681,14852,14850;;d1-d5 - 15.12.2014<br>d6-d7 - 06.12.2014
;;;;;;;;B>A;A;ДС Одоевского - Масюковщина;12345;127524;;14850,14593,15245,15246,15259,15260,15261,15228,58358,16234,133181,16235;;
127;;;;2 АП;16495,;;;A>B;A;ДС Серебрянка - пл.Независимости;67;153703;;14501,54486,15794,15796,15799,15757,15756,15754,14797,14798,14799,15608,15609,15610,16246,15869;;d1-d5 - 01.04.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;пл.Независимости - ДС Серебрянка;67;153702;;15869,15894,73595,15611,14800,14801,15752,15753,14472,15800,15798,15797,15793,14503,14501;;
;;;;2 АП + 6 АП;16526,;;;A>B;A;ДС Серебрянка - Пл.Независимости;12345;157011;;14501,54486,15794,15796,15799,15757,15756,15754,14797,14798,14799,15608,15609,15610,16246,15869;;
;;;;;;;;B>A;A;Пл.Независимости - ДС Серебрянка;12345;157010;;15869,15894,73595,15611,14800,14801,15752,15753,14472,15800,15798,15797,15793,14503,14501;;
128;;;;5 АП;16405,;;;A>B;A;Каменная горка-4-ст.м.Каменная горка;12345;143395;;187018,147047,147006,72403,14606,14607,14608;;d1 - 01.12.2014<br>d2-d5 - 13.02.2015
;;;;;;;;B>A;A;ст.м.Каменная горка-Каменная горка-4;12345;143396;;14608,187018;;
129;;;;6 АП;16377,;;;A>B;A;АС Автозаводская - Станция Аэрации;12345;141049;;14830,15620,14901,133409,14833,14511;;d1-d5 - 03.11.2014
;;;;;;;;B>A;A;Станция Аэрации - АС Автозаводская;12345;141050;;14511,14899,14831,14834,14835,14894,14895,14712,14711,14830;;
130;;;;5 АП;16410,;;;A>B;A;ДС Одоевского - ТЦ Ждановичи;1234567;144159;;14850,15169,15195,14818,14819,14838,14839,14840,14841,14539,14551,14553,14555,14556,14557,14558,58376;;d1 - 19.01.2015<br>d2-d5 - 13.02.2015<br>d6-d7 - 06.12.2014
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Одоевского;67;144160;;58376,14559,14560,14561,14562,14563,14554,14564,14565,14699,14700,14701,14702,14703,14848,14849,15563,14850;;
;;;;;16454,;;;B>A;A;ТЦ Ждановичи - д/с Одоевского;12345;150841;;58376,14559,14560,14561,14562,14563,14554,14564,14565,14699,14700,14701,14702,14703,14848,14849,15563,14850;;
131;;;;7 АП;16055,;;;A>B;A;ДС Карастояновой - Цнянка;1234567;113449;;15750,15714,15713,58346,14693,14694,14964,14965,14966,14967,14968,14969,14970,16085,16087,16088;;d1-d5 - 16.12.2013<br>d6 - 21.12.2013<br>d7 - 22.12.2013
;;;;;;;;B>A;A;Цнянка - ДС Карастояновой;1234567;113450;;16088,14972,14999,15000,15001,15002,15003,15004,15005,14845,14846,15716,15715,15750;;
132;;;;2 АП;16417,;;;A>B;A;ДС Малиновка-4 - Щомыслица;1234567;145037;;54638,15583,15584,14984,14985,14986,14987,14989,14988,14990,16255,68998,16118,16119,204440,204294;;d1-d5 - 15.12.2014<br>d6-d7 - 13.12.2014
;;;;;;;;B>A;A;Щомыслица - ДС Малиновка-4;1234567;145036;;204294,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;
133;;;;7 АП;16501,;;;A>B;A;ДС Карбышева -ДС Веснянка;1234567;154521;;14364,14458,14459,54541,14461,14462,14463,14464,14465,14466,14692,14693,14694,14695,14696,14697,15855,15853,15851,15849,54761,15847,68808,15846;;d1-d5 - 01.04.2015<br>d6-d7 - 07.03.2015
;;;;;;;;B>A;A;ДС Веснянка - ДС Карбышева;1234567;154522;;15846,54756,54757,15850,15852,15854,15856,14843,14844,14845,14846,14847,14444,14445,14446,14447,14448,14449,14450,15781,58332,14364;;
134с;;;;6 АП;16410,;;;A>B;A;ДС Чижовка - ДС Малиновка-4;1234567;143950;;68866,15539,15541,15485,15486,15456,58334,15985,15052,15056,15058,15031,15032,15948,230009,14975,14925,14928,14929,14947,14949,15581,54638;;d1 - 06.04.2015<br>d2-d5 - 20.01.2015<br>d6-d7 - 06.12.2014
;;;;;;;;B>A;A;ДС Малиновка-4 - ДС Чижовка;1234567;143949;;54638,14951,14953,14955,14956,14957,14989,14988,16255,15949,15030,15047,15049,15089,15960,15490,15459,15460,15469,15500,15502,193249,68866;;
136;;;;7 АП;16221,;;;A>B;A;ДС Карастояновой - Озд. центр Ждановичи;67;130557;;15750,15714,73818,73819,68965,15018,15019,15748,15747,15736,14471,15741,15218,15011,15526,15039,15040,15041,15855,15853,15851,15849,54761,15077,15046,15075,15078,15079,15080,71418;;d1-d5 - 01.04.2015<br>d6-d7 - 07.03.2015
;;;;;16526,;;;A>B;A;ДС Карастояновой - Озд.  центр Ждановичи;12345;157214;;15750,15714,73818,73819,68965,15018,15019,15748,15747,15736,14471,15741,15218,15011,15526,15039,15040,15041,15855,15853,15851,15849,54761,15077,15046,15075,15078,15079,15080,71418;;
;;;;;16221,;;;B>A;A;Озд.  центр Ждановичи - ДС Карастояновой;1234567;130556;;71418,15080,15081,15082,15076,15083,15921,54757,15850,15852,15854,15856,15084,15112,15113,15890,15743,58359,15740,15737,14516,14517,14518,14519,58357,73932,73820,15750;;
137;;;;5 АП;16447,;;;A>B;A;ДС Кунцевщина - Водоочистительная станция;12345;149231;;15858,14606,14607,14868,14869,14870,14892,15171,15173,15174,15156,73320,71983;;d1-d5 - 12.01.2015
;;;;;;;;B>A;A;Водоочистительная станция - ДС Кунцевщина;12345;149228;;71983,73321,15151,15152,15175,15176,14877,14878,14867,14600,14601,15522,15858;;
138;;;;7 АП;16123,;;;A>B;A;ДС Кунцевщина - Промузел Западный;67;120920;;15858,14606,14607,14868,14870,14871,14872,14873,15137,15155,15156,73320,71977,71979,71981;;d1-d5 - 04.03.2015<br>d6-d7 - 22.02.2014
;;;;;16498,;;;A>B;A;ДС Кунцевщина - Промузел "Западный";12345;154414;;15858,14606,14607,14868,14870,14871,14872,14873,15137,15155,15156,73320,71977,71979,71981;;
;;;;;16123,;;;B>A;A;Промузел Западный - ДС Кунцевщина;67;120921;;71981,71980,71978,73321,15157,15158,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
;;;;;16498,;;;B>A;A;Промузел "Западный" - ДС Кунцевщина;12345;154415;;71981,71980,71978,73321,15157,15158,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
139;;;;;16495,;;;A>B;A;ДС Калиновского - Великий Лес;1234567;153717;;14354,14486,14487,14431,14676,14650,14648,14646,14644,14642,14376,14373,14372;;d1-d5 - 06.04.2015<br>d6-d7 - 01.03.2015
;;;;;;;;B>A;A;Великий Лес - ДС Калиновского;1234567;153718;;14372,14374,14375,14377,14641,14643,14645,14647,14649,14651,14675,14513,14514,14515,14354;;
140;;;;5 АП;16405,;;;A>B;A;ДС Сухарево-5- ТЦ "Ждановичи";12345;143403;;133395,73663,15142,15143,58348,15157,15158,14874,14875,14876,14877,14878,14867,14600,14601,14602,14603,71957,71450,133184,133183;;d1 - 01.12.2014<br>d2-d5 - 13.02.2015<br>d6-d7 - 06.12.2014
;;;;;16410,;;;A>B;A;ДС Сухарево-5-ТЦ" Ждановичи";;144145;;;;
;;;;;16536,0;;;A>B;A;ДС Сухарево-5-ТЦ" Ждановичи";67;157680;;133395,73663,15142,15143,58348,15157,15158,14874,14875,14876,14877,14878,14867,14600,14601,14602,14603,71957,71450,133184,133183;;
;;;;;16405,;;;B>A;A;ТЦ "Ждановичи"-ДС Сухарево-5;12345;143400;;133183,133185,151196,71456,14605,14606,14607,14868,14869,14870,14871,14872,14873,15137,15155,15156,15144,58347,73666,73665,133395;;
;;;;;16536,0;;;B>A;A;ТЦ "Ждановичи"-ДС Сухарево-5;67;157677;;133183,133185,151196,71456,14605,14606,14607,14868,14869,14870,14871,14872,14873,15137,15155,15156,15144,58347,73666,73665,133395;;
141;;;;7 АП;16496,;;;A>B;A;ДС Карбышева - Областная больница;12345;153797;;14364,14457,16019,16013,205171,205172,205174,205176,16023,16024,71974,111036;;d1-d5 - 04.03.2015
;;;;;;;;B>A;A;Областная больница - ДС Карбышева;12345;153798;;111036,16025,16035,205178,205177,205175,205173,16039,16020,14364;;
;;;;;;;0.06;141D>B;A;АП 7 - Областная больница;12345;153796;;71974,111036;;
142;;;;2 АП;16118,;;;A>B;A;ДС Малиновка-4 - Промузел Западный;1234567;120806;;54638,133398,71977,71979,71981;;d1-d5 - 17.02.2014<br>d6-d7 - 22.02.2014
;;;;;;;;B>A;A;Промузел Западный -ДС  Малиновка-4;1234567;120807;;71981,71980,71978,15581,54638;;
143;;;;7 АП;16174,;;;A>B;A;ДС Карбышева - Зеленый бор;1234567;124688;;14364,14457,16019,16013,16021,16022,16023,16024,111034,72808;;d1-d5 - 14.04.2014<br>d6-d7 - 17.01.2015
;;;;;;;;B>A;A;Зеленый бор - ДС Карбышева;1234567;124689;;72808,16025,16035,16036,16037,16038,16039,16020,14364;;
144с;;;;5 АП;16405,;;;A>B;A;ДС Кунцевщина - ДС Курасовщина;12345;143865;;15858,14606,14607,14868,14870,14892,15171,15173,15174,15156,73320,15949,15030,15047,15048,15836;;d1-d5 - 01.12.2014
;;;;;;;;B>A;A;ДС Курасовщина - ДС Кунцевщина;12345;143866;;15836,15056,15057,15058,15031,15948,73321,15151,15152,15175,15176,14877,14878,14867,14600,14601,15522,15858;;
145с;;;;7 АП;16394,;;;A>B;A;ДС Уручье-2 - РНПЦ Онкологии;1234567;142522;;14386,14407,14410,14412,14413,14416,14631,14343,14344,14400,14396,14391,14389,14457,16019,16013,16021,16022,16023,16024,16026,111037,72785;;d1-d5 - 20.11.2014<br>d6-d7 - 29.11.2014
;;;;;;;;B>A;A;РНПЦ Онкологии - ДС Уручье - 2;1234567;142523;;72785,111036,16025,16035,16036,16037,16038,16039,16020,14439,14388,14392,14397,14401,14346,14342,14422,14417,14415,14414,14411,14409,14408,14386;;
;;;;;;;0.44;D>B1;A;D - РНПЦ Онкологии;1234567;142524;;14343,14344,14400,14396,14391,14389,14457,16019,16013,16021,16022,16023,16024,16026,111037,72785;;
146с;;;;;16440,;;;A>B;A;ДС Карбышева - Дроздово;12345;148174;;14364,15785,15786,230004,230006;;d1-d5 - 05.01.2015
;;;;;;;;B>A;A;Дроздово - ДС Карбышева;12345;148175;;230006,230005,15787,15784,14364;;
147;;;;2 АП;16417,;;;A>B;A;ДС Малиновка-4 - Брилевичи;1234567;145042;;54638,14951,14952,14953,14983,14984,14985,14986,14987,14989,14988,14990,16229,16231,71916,72681,16232,211138;;d1-d5 - 01.04.2015<br>d6-d7 - 13.12.2014
;;;;;;;;B>A;A;Брилевичи -ДС  Малиновка-4;1234567;145043;;211138,71972,72680,72679,16230,230009,14974,14975,14976,14977,14978,14979,14980,14981,14949,14950,147112,54638;;
147д;;;;;16526,;;;A>B;A;ДС Малиновка-4 - Брилевичи;12345;156645;;54638,15583,15584,14984,14985,14986,14987,14989,14988,14990,16229,16231,71916,72681,16232,211138;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;Брилевичи - ДС Малиновка-4;12345;156646;;211138,71972,72680,72679,16230,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;
148с;;;;6 АП;16495,;;;A>B;A;ДС Шабаны - Ландера;67;153582;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535,15539,15540,15541,15485,15486,15456,58334,15085,133180,15087,15088,15052,15053,15056,15058,15027,69101,15028,15035;;d6-d7 - 01.03.2015
;;;;;;;;B>A;A;Ландера - ДС Шабаны;67;153583;;15035,15036,15037,15038,15031,15047,15049,15050,15051,15071,15072,133179,15074,15960,15490,15459,15460,15469,15500,15501,15502,133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.13;B>A1;A;АС Автозаводская - ДС Шабаны;67;153578;;15620,14745,14746;;
;;;;;;;0.68;A2>D;A;ДС Шабаны - АП 6 (подбор ч/з Иг. тракт);67;153586;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535,15539,15540,15541,15485,15486,15456,58334;;
;;;;;;;0.5;A3>D;A;ДС Шабаны - АП 6 (подбор ч/з Чижовку);67;153577;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535;;
;;;;;;;0.64;B1>D;A;Ландера - АП 6;67;153581;;15035,15036,15037,15038,15031,15047,15049,15050,15051,15071,15072,133179,15074,15960,15490,15459,15460,15469,15500,15501,15502,133126;;
;;;;;;;0.13;D>A1;A;АП 6 - ДС Шабаны (подбор от ст.м.Могилевская);67;153579;;15620,14745,14746;;
;;;;;;;0.53;D>A2;A;АП 6 - ДС Шабаны (подбор от Иг. тракта);67;153585;;15490,15459,15460,15469,15500,15501,15502,133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.36;D>A3;A;АП 6 - ДС Шабаны (подбор с ДС Чижовка);67;153589;;133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.5;D>B;A;АП 6 - Ландера;67;153584;;15535,15539,15540,15541,15485,15486,15456,58334,15085,133180,15087,15088,15052,15053,15056,15058,15027,69101,15028,15035;;
149;;;;5 АП;;;;A>B;A;ДС Запад-3 -РК Люцинская;67;157694;;69517,15170,15191,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133414,133386,133383;;d1-d5 - 02.03.2015<br>d6-d7 - 01.03.2015
;;;;;16496,;;;A>B;A;ДС Запад-3 - РК Люцинская;12345;157688;;69517,15170,15191,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133414,133386,133383;;
;;;;;16495,;;;B>A;A;РК Люцинская - ДС Запад -3;67;157693;;133383,230067,133413,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,14882,14883,14888,69517;;
;;;;;16496,;;;B>A;A;РК Люцинская - ДС Запад-3;12345;157687;;133383,230067,133413,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,14882,14883,14888,69517;;
150;;;;;16505,;;;A>B;A;ДС Юго-Запад - Озерцо;1234567;154700;;54682,15660,15661,15662,15663,15664,72368,16250,73039,211129,16230,230009,14913,14914,14915,14916,14927,14928,14929,71193,197034,197035,197036,204297;;d1-d5 - 11.03.2015<br>d6-d7 - 14.03.2015
;;;;;;;;B>A;A;Озерцо - ДС Юго-Запад;1234567;154701;;204297,197063,197064,197065,197066,14955,14956,14957,14958,14959,14960,14973,14990,16229,73882,211130,16251,15569,15652,15653,200002,15659,15645,54682;;
151э;;;;6 АП;16223,;;;A>B;A;ДС Серебрянка - ТЦ Ждановичи;234567;131127;;14501,14504,14504,54306,15757,15754,15909,15944,14525,14539,14553,14555,14556,14557,14558,58376;;d2-d5 - 02.06.2014<br>d6-d7 - 21.03.2015
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Серебрянка;234567;131128;;58376,14559,14560,14561,14562,14563,14554,14565,15893,15894,15905,15752,15758,15762,14476,14501;;
153;;;;7 АП;16526,;;;A>B;A;Танковая - Ст.м. Уручье;12345;157241;;14367,14370,14371,14374,14375,14377,14641,14656,14653;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;Ст.м. Уручье - Танковая;12345;157240;;14653,14652,111246,14434,14437,14367;;
153д;;;;;;;;A>B;A;Танковая - Ст.м. Уручье;12345;157233;;14368,14436,14435,14656,14653;;d1-d5 - 01.04.2015
;;;;;;;;B>A;A;Ст.м. Уручье - Танковая;12345;157232;;14653,14652,14378,14642,14376,14373,14371,14370,14368;;
154;;;;4 АП;16468,;;;A>B;A;ДС Карастояновой  - Щедрина;12345;151367;;15750,15714,15713,58346,14467,15722,15724,15726,15727,14961,14962,14963,15145,15146,15148;;d1-d5 - 02.02.2015
;;;;;;;;B>A;A;Щедрина - ДС Карастояновой;12345;151368;;15148,15149,15005,15006,15007,15751,15725,15721,14442,14443,15716,15715,15750;;
155;;;;7 АП;16519,;;;A>B;A;ДС Уручье-4 - Озерище;1234567;157524;;14660,14659,14657,14656,14653,14650,14648,14646,14644,14642,14630,14639,16154,16152,16150,16158,14634;;d1-d5 - 25.03.2015<br>d6-d7 - 28.03.2015
;;;;;;;;B>A;A;Озерище - ДС Уручье-4;1234567;157525;;14634,14632,16149,16151,16153,14638,14640,14641,14643,14645,14647,14649,14651,14652,14654,14658,14660;;
156э;;;;4 АП;16387,;;;A>B;A;ДС Юго-Запад - Водоочистительная станция;1234567;142202;;54682,15656,15657,58338,14937,14945,14948,73320,71983;;d1-d4 - 13.11.2014<br>d5 - 14.11.2014<br>d6-d7 - 15.11.2014
